,no.,time,source,destination,protocol,length,tcp_retransmission,SYN,ACK,Seq,Win,Len,MSS
1550,1551,4 days 12:32:18.038400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1551,1552,4 days 12:32:23.568000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1552,1553,4 days 12:32:29.011200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1553,1554,4 days 12:32:34.540800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1554,1555,4 days 12:32:39.984000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1555,1556,4 days 12:32:46.809600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1556,1557,4 days 12:32:51.388800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1557,1558,4 days 12:36:26.092800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1558,1559,4 days 12:36:40.608000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1559,1560,4 days 12:36:46.224000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1560,1561,4 days 12:36:51.840000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1561,1562,4 days 12:36:57.456000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1562,1563,4 days 12:37:03.072000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1563,1564,4 days 12:37:08.688000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1564,1565,4 days 12:37:14.390400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1565,1566,4 days 12:37:20.006400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1566,1567,4 days 12:37:25.536000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1567,1568,4 days 12:37:31.152000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1568,1569,4 days 12:37:36.854399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1569,1570,4 days 12:37:42.729600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1570,1571,4 days 12:37:48.345600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1571,1572,4 days 12:37:53.961600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1572,1573,4 days 12:37:59.577600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1573,1574,4 days 12:38:05.193599999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1574,1575,4 days 12:38:10.636800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1575,1576,4 days 12:38:16.857600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1576,1577,4 days 12:38:22.646400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1577,1578,4 days 12:38:28.262400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1578,1579,4 days 12:38:33.878400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1579,1580,4 days 12:38:39.494400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1580,1581,4 days 12:38:45.369600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1581,1582,4 days 12:38:50.985600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1582,1583,4 days 12:38:56.601600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1583,1584,4 days 12:39:02.217600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1584,1585,4 days 12:39:07.833600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1585,1586,4 days 12:39:12.585599999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1586,1587,4 days 12:39:18.288000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1587,1588,4 days 12:41:53.721599999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1588,1589,4 days 13:43:07.363200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1589,1590,4 days 13:43:13.929600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1590,1591,4 days 13:43:19.632000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1591,1592,4 days 13:43:26.371200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1592,1593,4 days 13:43:31.900800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1593,1594,4 days 13:43:37.516800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1594,1595,4 days 13:43:43.651200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1595,1596,4 days 13:43:49.180800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1596,1597,4 days 13:43:54.710400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1597,1598,4 days 13:44:00.326400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1598,1599,4 days 13:44:05.769600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1599,1600,4 days 13:44:11.558400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1600,1601,4 days 13:44:17.174400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1601,1602,4 days 13:44:22.790400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1602,1603,4 days 13:44:28.320000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1603,1604,4 days 13:44:33.849600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1604,1605,4 days 13:44:39.811200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1605,1606,4 days 13:48:40.521600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1606,1607,4 days 13:48:45.446400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1607,1608,4 days 13:48:49.939200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1608,1609,4 days 13:48:54.518400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1609,1610,4 days 13:48:59.097600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1610,1611,4 days 13:49:03.590400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1611,1612,4 days 13:49:09.984000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1612,1613,4 days 13:49:15.945600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1613,1614,4 days 14:11:55.276800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1614,1615,4 days 14:12:02.188800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1615,1616,4 days 14:58:48.374400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1616,1617,4 days 14:58:54.508800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1617,1618,4 days 14:59:00.211200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1618,1619,4 days 14:59:05.827200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1619,1620,4 days 14:59:11.356800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1620,1621,4 days 14:59:16.886400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1621,1622,4 days 14:59:23.107200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1622,1623,4 days 14:59:28.723200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1623,1624,4 days 14:59:34.339200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1624,1625,4 days 14:59:39.868800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1625,1626,4 days 14:59:45.398400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1626,1627,4 days 14:59:51.360000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1627,1628,4 days 14:59:56.976000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1628,1629,4 days 15:00:02.505599999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1629,1630,4 days 15:00:08.121600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1630,1631,4 days 15:00:14.688000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1631,1632,4 days 15:00:21.600000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1632,1633,4 days 15:00:27.648000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1633,1634,4 days 15:04:05.808000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1634,1635,4 days 15:04:11.078400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1635,1636,4 days 15:04:16.608000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1636,1637,4 days 15:04:22.137600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1637,1638,4 days 15:04:27.667200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1638,1639,4 days 15:04:33.283200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1639,1640,4 days 15:04:38.899200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1640,1641,4 days 15:04:44.860800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1641,1642,4 days 15:04:50.390399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1642,1643,4 days 15:04:55.920000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1643,1644,4 days 15:05:01.449600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1644,1645,4 days 15:05:06.979200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1645,1646,4 days 15:05:12.681600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1646,1647,4 days 15:05:18.211200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1647,1648,4 days 15:05:23.740799999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1648,1649,4 days 15:05:29.270400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1649,1650,4 days 15:05:34.800000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1650,1651,4 days 15:05:39.984000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1651,1652,4 days 15:05:45.600000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1652,1653,4 days 15:05:51.216000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1653,1654,4 days 15:05:56.745600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1654,1655,4 days 15:06:02.275200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1655,1656,4 days 15:06:07.804800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1656,1657,4 days 15:06:13.593600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1657,1658,4 days 15:06:19.123199999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1658,1659,4 days 15:06:24.739200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1659,1660,4 days 15:06:30.268800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1660,1661,4 days 15:06:35.798399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1661,1662,4 days 15:06:41.932800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1662,1663,4 days 15:06:47.462400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1663,1664,4 days 15:09:30.412800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1664,1665,4 days 16:10:43.622400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1665,1666,4 days 16:10:50.102400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1666,1667,4 days 16:10:54.681599999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1667,1668,4 days 16:10:59.174400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1668,1669,4 days 16:11:03.667199999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1669,1670,4 days 16:11:08.851200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1670,1671,4 days 16:11:13.516800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1671,1672,4 days 16:11:17.923200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1672,1673,4 days 16:11:23.452800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1673,1674,4 days 16:11:28.982400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1674,1675,4 days 16:11:34.598400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1675,1676,4 days 16:11:40.128000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1676,1677,4 days 16:11:45.657600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1677,1678,4 days 16:11:51.619200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1678,1679,4 days 16:11:58.444800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1679,1680,4 days 16:12:03.974400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1680,1681,4 days 16:12:09.504000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1681,1682,4 days 16:14:17.980800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1682,1683,4 days 16:14:23.164799999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1683,1684,4 days 16:14:28.694400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1684,1685,4 days 16:14:34.224000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1685,1686,4 days 16:14:39.839999999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1686,1687,4 days 16:14:45.369600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1687,1688,4 days 16:14:50.985600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1688,1689,4 days 16:14:56.774400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1689,1690,4 days 16:39:32.313600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1690,1691,4 days 16:39:38.534400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1691,1692,4 days 17:26:18.758400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1692,1693,4 days 17:26:24.633600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1693,1694,4 days 17:26:29.212800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1694,1695,4 days 17:26:34.396800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1695,1696,4 days 17:26:38.803200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1696,1697,4 days 17:26:43.296000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1697,1698,4 days 17:26:47.788800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1698,1699,4 days 17:26:52.195200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1699,1700,4 days 17:26:56.688000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1700,1701,4 days 17:27:01.094400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1701,1702,4 days 17:27:05.587200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1702,1703,4 days 17:27:10.080000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1703,1704,4 days 17:27:14.572800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1704,1705,4 days 17:27:18.979200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1705,1706,4 days 17:27:23.558400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1706,1707,4 days 17:27:27.964800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1707,1708,4 days 17:27:32.371200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1708,1709,4 days 17:27:36.777600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1709,1710,4 days 17:29:48.537600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1710,1711,4 days 17:29:53.203200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1711,1712,4 days 17:29:57.696000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1712,1713,4 days 17:30:02.188799999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1713,1714,4 days 17:30:06.681600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1714,1715,4 days 17:30:11.174400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1715,1716,4 days 17:30:15.667200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1716,1717,4 days 17:30:20.160000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1717,1718,4 days 17:30:24.652800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1718,1719,4 days 17:30:29.059200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1719,1720,4 days 17:30:33.638400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1720,1721,4 days 17:30:38.044800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1721,1722,4 days 17:30:42.537599999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1722,1723,4 days 17:30:47.030400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1723,1724,4 days 17:30:51.609600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1724,1725,4 days 17:30:56.016000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1725,1726,4 days 17:31:00.508800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1726,1727,4 days 17:31:04.915200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1727,1728,4 days 17:33:26.870400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1728,1729,4 days 17:33:31.795200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1729,1730,4 days 17:33:36.288000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1730,1731,4 days 17:33:40.780800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1731,1732,4 days 17:33:45.187200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1732,1733,4 days 17:33:49.766400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1733,1734,4 days 17:33:54.259200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1734,1735,4 days 17:33:58.752000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1735,1736,4 days 17:34:03.244800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1736,1737,4 days 17:34:07.737600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1737,1738,4 days 17:34:12.230400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1738,1739,4 days 17:34:16.723200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1739,1740,4 days 17:37:00.710400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1740,1741,4 days 18:38:22.732800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1741,1742,4 days 18:38:30.681600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1742,1743,4 days 18:38:36.816000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1743,1744,4 days 18:38:44.073600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1744,1745,4 days 18:38:49.689600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1745,1746,4 days 18:38:55.305600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1746,1747,4 days 18:39:00.748800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1747,1748,4 days 18:39:06.278400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1748,1749,4 days 18:39:11.808000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1749,1750,4 days 18:39:17.337600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1750,1751,4 days 18:39:22.867200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1751,1752,4 days 18:39:28.742400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1752,1753,4 days 18:39:34.271999999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1753,1754,4 days 18:39:39.801600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1754,1755,4 days 18:39:45.244800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1755,1756,4 days 18:39:50.774400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1756,1757,4 days 18:39:57.513600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1757,1758,4 days 18:43:42.585600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1758,1759,4 days 18:43:47.596800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1759,1760,4 days 18:43:53.126399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1760,1761,4 days 18:43:58.915200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1761,1762,4 days 18:44:04.444800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1762,1763,4 days 18:44:10.060800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1763,1764,4 days 18:44:15.590400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1764,1765,4 days 18:44:21.379200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1765,1766,4 days 19:07:06.067200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1766,1767,4 days 19:07:11.424000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1767,1768,4 days 19:53:58.560000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1768,1769,4 days 19:54:06.076800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1769,1770,4 days 19:54:12.124800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1770,1771,4 days 19:54:18.172800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1771,1772,4 days 19:54:23.788800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1772,1773,4 days 19:54:29.404800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1773,1774,4 days 19:54:35.452800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1774,1775,4 days 19:54:40.982400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
